Blancas,Negras,Result,ECO,Opening
mnmassari,pupunk,1/2-1/2,D04,Queen's Pawn Game: Colle System
oscarvacario,mnmassari,0-1,B30,Sicilian Defense: Old Sicilian
mnmassari,Tiger676,1-0,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit
deva_tmg,mnmassari,1-0,B50,Sicilian Defense: Modern Variations
mnmassari,Hospitaletinfant,0-1,A00,Mieses : Reversed Rat
mnmassari,xman_2000,1-0,B24,"Sicilian Defense: Closed, Fianchetto Variation"
mnmassari,Roolando,1-0,D12,"Slav Defense: Quiet Variation, Schallopp Defense"
mnmassari,Ameucm,0-1,A00,Mieses
Boazckgb,mnmassari,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Alcantrix,mnmassari,0-1,B53,Sicilian Defense: Chekhover Variation
santosjr01,mnmassari,0-1,B33,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation"
mnmassari,mahmoud26789,1-0,A21,English : King's English Variation
ivogavrilov,mnmassari,0-1,C62,Ruy Lopez: Steinitz Defense
kropotkikine,mnmassari,1-0,B01,Scandinavian Defense: Gubinsky-Melts Defense
mnmassari,valdet1700,1-0,E91,King's Indian Defense: Orthodox Variation
mnmassari,MarcAurel,1-0,E94,King's Indian Defense: Orthodox Variation
mnmassari,albertkulikow,1-0,D43,Semi-Slav Defense
Seshh,mnmassari,0-1,D10,Slav Defense
idrizifestim,mnmassari,1-0,B20,Sicilian Defense
zagadat,mnmassari,1-0,B07,Czech Defense
mnmassari,dirjen_88,0-1,A10,English
mnmassari,TE5TING,1-0,A38,"English : Symmetrical Variation, Duchamp Variation"
tony_luna_3000,mnmassari,1-0,A40,Horwitz Defense
mnmassari,Hamazacha,1-0,A43,Benoni Defense: Old Benoni
Nemo112,mnmassari,1-0,A13,English : Agincourt Defense
mnmassari,Paulingpompa,0-1,D05,Queen's Pawn Game: Colle System
Spart_Acus,mnmassari,1-0,C41,Philidor Defense
VtorresL,mnmassari,1-0,A04,Zukertort : Queen's Gambit Invitation
mnmassari,mzummer,1-0,A43,Benoni Defense: Old Benoni
mnmassari,Gatoconsombrero,0-1,D02,Queen's Pawn Game: Zukertort Variation
ExiledSorcerer,mnmassari,0-1,D00,Queen's Pawn Game: Mason Variation
mnmassari,ASMV2021,0-1,A10,English
mnmassari,sancherinuelli,1-0,D02,Queen's Pawn Game: Zukertort Variation
KyraiOSwf,mnmassari,1-0,A53,Old Indian Defense
mnmassari,Lakarah,0-1,E94,King's Indian Defense: Orthodox Variation
Alexander_da_Gr8,mnmassari,1-0,C02,"French Defense: Advance Variation, Milner-Barry Gambit"
mnmassari,ZHAKFARI,1-0,E94,"King's Indian Defense: Orthodox Variation, Positional Defense"
