Blancas,Negras,Result,ECO,Opening
Alshanfara,Abril_Espinoza,1-0,A01,Nimzo-Larsen Attack: Modern Variation
Abril_Espinoza,Ridwanshadid,0-1,B10,Caro-Kann Defense
vitekluk,Abril_Espinoza,1-0,C45,Scotch Game: Schmidt Variation
Abril_Espinoza,SphamandlaTheCaptian,1-0,C40,King's Pawn Game: Busch-Gass Gambit
Abril_Espinoza,Fight-Knight-XXX,0-1,C00,Rat Defense: Small Center Defense
ashokphulera,Abril_Espinoza,1-0,C42,Russian Game: Italian Variation
Rushan2011,Abril_Espinoza,1-0,C20,King's Pawn Game: Napoleon Attack
Abril_Espinoza,RobeRt_A,0-1,C50,Italian Game: Schilling-Kostic Gambit
awesome121,Abril_Espinoza,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Abril_Espinoza,Rushan2011,0-1,C57,"Italian Game: Two Knights Defense, Fried Liver Attack"
Gleb2711,Abril_Espinoza,0-1,C68,Ruy Lopez: Exchange Variation
Abril_Espinoza,Karpovmex,0-1,B08,Pirc Defense: Classical Variation
awesome121,Abril_Espinoza,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Abril_Espinoza,Rushan2011,0-1,C40,King's Pawn Game: McConnell Defense
Abril_Espinoza,David_Simanovski,0-1,B30,Sicilian Defense: Old Sicilian
Abril_Espinoza,jeffren10,0-1,A00,Van't Kruijs
cjop1,Abril_Espinoza,0-1,C45,Scotch Game: Braune Variation
Abril_Espinoza,Ronald_Linares02,1-0,A40,Horwitz Defense
cjop1,Abril_Espinoza,1-0,C45,Scotch Game: Blumenfeld Attack
Ronald_Linares02,Abril_Espinoza,1-0,C55,"Italian Game: Scotch Gambit, Janowski Defense"
Abril_Espinoza,oswaldobalza,0-1,D02,Queen's Pawn Game: Chigorin Variation
Abril_Espinoza,Ronald_Linares02,0-1,A40,Horwitz Defense
jeffren10,Abril_Espinoza,1-0,C40,King's Knight
Abril_Espinoza,DanielBarreto,0-1,A46,Indian Defense: Wade-Tartakower Defense
Abril_Espinoza,jeffren10,0-1,B21,Sicilian Defense: Smith-Morra Gambit
jchh,Abril_Espinoza,1-0,A40,Queen's Pawn Game
Abril_Espinoza,cjop1,0-1,-1,-1
jchh,Abril_Espinoza,1-0,C20,King's Pawn Game: King's Head
Abril_Espinoza,AngelLuque,1-0,C00,Rat Defense: Small Center Defense
guadajg,Abril_Espinoza,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
AngelLuque,Abril_Espinoza,0-1,A00,Van't Kruijs
oscarhernadez,Abril_Espinoza,1-0,A04,Zukertort : Queen's Gambit Invitation
Abril_Espinoza,Cacho22,0-1,A40,Modern Defense
