Blancas,Negras,Result,ECO,Opening
oscarhernadez,egalindoh,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,orti1969,1-0,D02,Queen's Pawn Game: Zukertort Variation
NebilSelami,oscarhernadez,0-1,B40,Sicilian Defense: Delayed Alapin Variation
CaptnMeddl,oscarhernadez,0-1,A05,King's Indian Attack: Wahls Defense
ZAKOPAYKO,oscarhernadez,0-1,E30,Nimzo-Indian Defense: Leningrad Variation
oscarhernadez,Blackgall77,0-1,A46,Indian Defense: Knights Variation
chesssurfer7266,oscarhernadez,1-0,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,Danifane,0-1,D02,Queen's Pawn Game: Zukertort Variation
oscarhernadez,Whitepawn3535,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
hukinimko,oscarhernadez,0-1,A05,Zukertort
oscarhernadez,zapallaso,0-1,A04,Zukertort : Basman Defense
Gutikaiser,oscarhernadez,1-0,A45,Indian Defense
oscarhernadez,SA_KingSlayer,1-0,A49,Indian Defense: Przepiorka Variation
renatofrombrazil,oscarhernadez,1-0,B40,Sicilian Defense: Delayed Alapin Variation
oscarhernadez,Ufo84,0-1,A46,Indian Defense: Knights Variation
oscarhernadez,Jemapelhihihi,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
Jemapelhihihi,oscarhernadez,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,kozzika-beast,0-1,A46,Indian Defense: Spielmann-Indian
oscarhernadez,BKOHTAKTE_online,1-0,A04,Zukertort : Ross Gambit
Molymell,oscarhernadez,1-0,B41,"Sicilian Defense: Kan Variation, Marczy Bind, Rti Variation"
oscarhernadez,FAA1977,0-1,A04,Zukertort : Sicilian Invitation
QF2001,oscarhernadez,1-0,B07,Pirc Defense
oscarhernadez,isvani,1-0,A08,Zukertort : Grnfeld Reversed
oscarhernadez,hvz5x,0-1,D02,Queen's Pawn Game: Zukertort Variation
